author_id	database	data mining	machine learning	information retrieval
a5281	0	0	1	0
a5283	0	0	1	0
a5285	0	0	1	0
a5289	0	0	1	0
a5293	0	0	1	0
a5296	0	0	1	0
a5298	0	0	1	0
a5304	0	0	1	0
a5311	0	0	1	0
a5314	0	0	1	0
a5317	0	0	1	0
a5320	0	0	1	0
a5330	0	0	1	0
a5336	0	0	1	0
a5341	0	0	1	0
a5348	0	0	1	0
a5350	0	0	1	0
a5356	0	0	1	0
a5364	0	0	1	0
a5371	1	0	0	0
a5376	0	0	1	0
a5390	0	1	0	0
a5393	0	0	1	0
a5398	0	0	0	1
a5401	0	0	1	0
a5413	0	0	1	0
a5420	0	0	0	1
a5422	0	0	1	0
a5425	0	0	0	1
a5426	0	0	0	1
a5433	0	0	1	0
a5441	0	0	0	1
a5443	0	0	1	0
a5450	0	0	1	0
a5459	0	0	1	0
a5461	0	0	1	0
a5466	0	0	1	0
a5477	0	0	1	0
a5481	0	0	1	0
a5488	0	0	1	0
a5498	0	0	1	0
a5507	0	1	0	0
a5510	0	0	1	0
a5530	1	0	0	0
a5534	0	0	1	0
a5538	0	0	1	0
a5542	0	0	1	0
a5544	0	0	1	0
a5548	0	0	1	0
a5551	0	0	1	0
a5564	0	0	1	0
a5568	0	0	1	0
a5585	0	0	0	1
a5588	0	0	1	0
a5594	0	0	1	0
a5600	0	0	1	0
a5611	0	0	1	0
a5617	0	0	1	0
a5622	0	0	1	0
a5623	0	0	1	0
a5626	0	0	1	0
a5628	0	0	1	0
a5639	0	0	1	0
a5642	0	0	1	0
a5653	0	0	1	0
a5662	0	0	1	0
a5671	0	0	1	0
a5674	0	0	1	0
a5682	0	0	0	1
a5689	0	0	1	0
a5696	0	0	1	0
a5698	0	0	1	0
a5703	0	0	1	0
a5705	0	0	1	0
a5715	0	0	1	0
a5720	0	0	1	0
a5723	0	0	1	0
a5732	0	0	1	0
a5739	0	0	1	0
a5748	0	0	1	0
a5749	0	0	1	0
a5755	0	0	1	0
a5767	0	1	0	0
a5773	1	0	0	0
a5777	0	0	1	0
a5783	0	0	1	0
a5788	0	0	1	0
a5802	0	0	1	0
a5805	0	1	0	0
a5807	0	1	0	0
a5808	0	1	0	0
a5816	0	1	0	0
a5835	0	1	0	0
a5837	0	1	0	0
a5849	0	1	0	0
a5851	0	1	0	0
a5862	0	1	0	0
a5865	0	1	0	0
a5866	0	1	0	0
a5868	0	1	0	0
a5872	0	1	0	0
a5878	0	1	0	0
a5880	0	1	0	0
a5883	0	1	0	0
a5889	0	1	0	0
a5892	0	1	0	0
a5893	0	1	0	0
a5895	0	1	0	0
a5896	0	1	0	0
a5899	0	1	0	0
a5910	1	0	0	0
a5917	0	1	0	0
a5922	0	1	0	0
a5927	0	1	0	0
a5930	0	1	0	0
a5935	0	1	0	0
a5939	0	1	0	0
a5947	0	1	0	0
a5948	0	1	0	0
a5953	0	1	0	0
a5954	0	1	0	0
a5957	0	1	0	0
a5968	0	1	0	0
a5976	1	0	0	0
a5980	1	0	0	0
a5984	0	1	0	0
a5985	0	1	0	0
a5987	0	1	0	0
a5990	0	1	0	0
a5993	0	1	0	0
a6008	0	0	1	0
a6010	0	1	0	0
a6011	0	1	0	0
a6016	0	1	0	0
a6018	0	1	0	0
a6021	0	1	0	0
a6025	0	1	0	0
a6027	0	1	0	0
a6034	0	1	0	0
a6043	0	1	0	0
a6046	0	1	0	0
a6053	0	1	0	0
a6058	1	0	0	0
a6062	0	0	1	0
a6065	0	1	0	0
a6075	0	1	0	0
a6080	0	1	0	0
a6084	0	0	1	0
a6085	0	1	0	0
a6087	0	1	0	0
a6088	0	1	0	0
a6091	0	1	0	0
a6092	0	0	1	0
a6094	0	1	0	0
a6098	0	1	0	0
a6101	0	1	0	0
a6111	0	1	0	0
a6118	0	1	0	0
a6132	0	0	0	1
a6140	0	1	0	0
a6146	0	1	0	0
a6154	0	1	0	0
a6158	0	1	0	0
a6174	0	1	0	0
a6177	0	1	0	0
a6185	0	0	0	1
a6190	0	1	0	0
a6192	0	1	0	0
a6194	0	1	0	0
a6198	0	1	0	0
a6202	0	1	0	0
a6206	0	0	0	1
a6215	0	1	0	0
a6217	0	0	0	1
a6224	0	1	0	0
a6228	0	1	0	0
a6231	0	1	0	0
a6238	0	1	0	0
a6240	0	1	0	0
a6251	0	0	0	1
a6255	0	1	0	0
a6268	0	1	0	0
a6269	0	1	0	0
a6272	0	1	0	0
a6277	0	1	0	0
a6282	0	1	0	0
a6294	0	0	0	1
a6296	0	1	0	0
a6298	0	1	0	0
a6299	0	1	0	0
a6304	0	1	0	0
a6313	0	1	0	0
a6318	0	1	0	0
a6323	0	1	0	0
a6333	0	0	0	1
a6336	0	0	0	1
a6340	0	1	0	0
a6347	1	0	0	0
a6349	0	1	0	0
a6353	0	0	0	1
a6357	0	1	0	0
a6363	0	1	0	0
a6366	0	1	0	0
a6367	0	1	0	0
a6370	0	1	0	0
a6375	0	1	0	0
a6382	0	1	0	0
a6383	0	1	0	0
a6389	0	0	0	1
a6395	0	1	0	0
a6397	0	1	0	0
a6398	0	1	0	0
a6400	0	1	0	0
a6405	0	1	0	0
a6406	0	1	0	0
a6408	0	1	0	0
a6411	0	0	1	0
a6417	0	1	0	0
a6419	0	1	0	0
a6422	0	1	0	0
a6426	0	1	0	0
a6429	0	1	0	0
a6436	0	1	0	0
a6439	0	1	0	0
a6445	0	1	0	0
a6446	0	1	0	0
a6449	0	1	0	0
a6455	0	1	0	0
a6468	0	1	0	0
a6470	0	1	0	0
a6471	0	1	0	0
a6473	0	1	0	0
a6478	0	1	0	0
a6491	0	1	0	0
a6504	1	0	0	0
a6508	0	1	0	0
a6518	0	1	0	0
a6525	0	0	1	0
a6529	0	1	0	0
a6536	0	1	0	0
a6554	0	0	1	0
a6558	0	1	0	0
a6567	0	1	0	0
a6574	0	1	0	0
a6576	0	1	0	0
a6586	0	1	0	0
a6587	0	1	0	0
a6598	0	1	0	0
a6600	0	1	0	0
a6609	0	0	0	1
a6617	0	1	0	0
a6627	0	1	0	0
a6628	0	1	0	0
a6633	1	0	0	0
a6637	0	1	0	0
a6641	0	0	1	0
a6647	0	0	1	0
a6674	0	1	0	0
a6685	0	0	1	0
a6710	0	1	0	0
a6720	0	1	0	0
a6725	0	0	0	1
a6735	1	0	0	0
a6742	1	0	0	0
a6750	0	0	1	0
a6760	0	1	0	0
a6767	1	0	0	0
a6770	0	1	0	0
a6773	0	1	0	0
a6779	0	1	0	0
a6786	0	1	0	0
a6798	0	1	0	0
a6804	0	1	0	0
a6807	0	1	0	0
a6834	0	1	0	0
a6835	0	1	0	0
a6837	0	1	0	0
a6845	0	0	0	1
a6850	0	1	0	0
a6871	0	1	0	0
a6876	0	1	0	0
a6880	0	1	0	0
a6892	1	0	0	0
a6894	0	1	0	0
a6914	0	1	0	0
a6922	0	0	0	1
a6953	0	1	0	0
a6960	0	0	1	0
a6970	0	1	0	0
a6989	0	1	0	0
a6990	0	1	0	0
a7008	0	1	0	0
a7039	0	1	0	0
a7050	0	1	0	0
a7061	0	1	0	0
a7071	0	1	0	0
a7074	0	0	1	0
a7098	1	0	0	0
a7099	1	0	0	0
a7106	1	0	0	0
a7111	1	0	0	0
a7115	1	0	0	0
a7118	1	0	0	0
a7150	1	0	0	0
a7167	1	0	0	0
a7177	1	0	0	0
a7179	1	0	0	0
a7184	1	0	0	0
a7202	1	0	0	0
a7213	1	0	0	0
a7214	1	0	0	0
a7225	1	0	0	0
a7227	1	0	0	0
a7264	0	1	0	0
a7297	0	0	1	0
a7300	0	0	1	0
a7301	1	0	0	0
a7304	0	0	0	1
a7310	0	1	0	0
a7317	0	1	0	0
a7340	0	1	0	0
a7371	0	1	0	0
a7421	0	1	0	0
a7423	0	1	0	0
a7425	0	0	0	1
a7431	0	0	0	1
a7432	0	0	0	1
a7437	0	0	0	1
a7439	0	0	0	1
a7443	0	0	0	1
a7450	0	0	0	1
a7451	0	0	0	1
a7452	0	0	0	1
a7454	0	0	0	1
a7458	0	0	0	1
a7465	0	0	0	1
a7468	0	0	0	1
a7477	0	0	0	1
a7479	0	0	0	1
a7494	0	0	0	1
a7499	0	0	0	1
a7504	0	1	0	0
a7508	0	0	0	1
a7510	0	0	0	1
a7513	0	0	0	1
a7529	0	0	0	1
a7539	0	0	0	1
a7540	0	0	0	1
a7541	0	0	0	1
a7543	0	0	0	1
a7547	0	0	0	1
a7549	0	0	0	1
a7555	0	0	0	1
a7560	0	0	0	1
a7563	0	0	0	1
a7564	0	0	0	1
a7566	0	0	0	1
a7569	0	0	0	1
a7575	0	0	0	1
a7578	0	0	0	1
a7583	0	0	0	1
a7584	0	0	0	1
a7598	0	0	0	1
a7601	0	0	0	1
a7602	0	0	0	1
a7613	0	0	0	1
a7614	0	0	0	1
a7621	0	0	0	1
a7622	0	0	0	1
a7637	0	0	0	1
a7644	0	0	0	1
a7651	0	0	0	1
a7652	0	0	0	1
a7653	0	0	0	1
a7655	0	0	0	1
a7659	0	0	0	1
a7661	0	0	0	1
a7667	0	0	0	1
a7668	0	0	0	1
a7669	0	0	0	1
a7670	0	0	0	1
a7672	0	0	0	1
a7674	0	0	1	0
a7680	0	0	0	1
a7684	0	0	0	1
a7690	0	0	0	1
a7696	0	0	0	1
a7699	0	0	0	1
a7705	0	0	0	1
a7708	0	0	0	1
a7712	0	0	0	1
a7719	0	0	0	1
a7721	0	0	0	1
a7725	0	0	0	1
a7727	0	0	0	1
a7730	0	0	0	1
a7734	0	0	1	0
a7738	0	0	0	1
a7745	0	0	0	1
a7747	0	0	0	1
a7751	0	0	0	1
a7755	0	0	0	1
a7758	0	0	0	1
a7760	0	0	0	1
a7762	0	0	0	1
a7768	0	0	0	1
a7771	0	0	0	1
a7772	0	0	0	1
a7776	0	0	0	1
a7778	0	0	0	1
a7780	0	0	0	1
a7781	0	0	0	1
a7787	0	0	0	1
a7788	0	0	0	1
a7789	0	0	0	1
a7797	0	0	0	1
a7812	0	0	0	1
a7815	0	0	0	1
a7817	0	0	0	1
a7821	0	0	0	1
a7823	0	0	0	1
a7825	0	0	0	1
a7826	0	0	0	1
a7828	0	0	0	1
a7830	0	0	0	1
a7834	0	0	0	1
a7836	0	0	0	1
a7841	0	0	0	1
a7850	0	0	0	1
a7855	0	0	0	1
a7863	0	0	0	1
a7866	0	0	0	1
a7867	0	0	0	1
a7871	0	0	0	1
a7873	0	0	0	1
a7879	0	0	0	1
a7880	0	0	0	1
a7884	0	0	0	1
a7886	0	0	0	1
a7897	0	0	0	1
a7902	0	0	0	1
a7912	0	0	0	1
a7915	0	0	0	1
a7921	0	0	0	1
a7927	0	0	0	1
a7929	0	0	0	1
a7930	0	0	0	1
a7932	0	0	0	1
a7940	0	0	0	1
a7944	0	0	0	1
a7948	0	0	0	1
a7950	0	0	0	1
a7953	0	0	0	1
a7957	0	0	0	1
a7960	0	0	0	1
a7966	0	0	0	1
a7969	0	0	0	1
a7980	0	0	0	1
a7984	0	0	0	1
a7985	0	0	0	1
a7988	0	0	0	1
a7991	0	0	0	1
a8007	0	0	0	1
a8010	0	0	0	1
a8021	0	0	0	1
a8032	0	0	0	1
a8033	0	0	0	1
a8036	0	0	0	1
a8037	0	0	0	1
a8039	0	0	0	1
a8043	0	0	0	1
a8045	0	0	0	1
a8055	0	0	0	1
a8062	0	0	0	1
a8064	0	0	0	1
a8067	0	0	0	1
a8079	0	0	0	1
a8081	0	0	0	1
a8083	0	0	0	1
a8089	1	0	0	0
a8090	0	0	0	1
a8098	0	0	0	1
a8101	0	0	0	1
a8103	0	0	0	1
a8115	0	0	0	1
a8117	0	0	0	1
a8126	0	0	0	1
a8129	0	0	0	1
a8132	0	0	0	1
a8136	0	0	0	1
a8137	0	0	0	1
a8139	0	0	0	1
a8147	0	0	0	1
a8148	0	0	1	0
a8150	0	0	0	1
a8154	0	0	0	1
a8158	0	0	0	1
a8162	0	0	0	1
a8165	0	0	0	1
a8169	0	0	0	1
a8179	0	0	0	1
a8190	0	0	0	1
a8192	0	0	0	1
a8194	0	0	0	1
a8198	0	0	0	1
a8205	0	0	0	1
a8208	0	0	0	1
a8212	0	0	0	1
a8214	0	0	0	1
a8215	0	0	0	1
a8217	0	0	0	1
a8228	0	0	0	1
a8233	0	0	0	1
a8235	0	0	0	1
a8239	0	0	0	1
a8242	0	0	0	1
a8247	0	0	0	1
a8255	0	0	0	1
a8258	0	0	0	1
a8266	0	0	0	1
a8273	0	0	0	1
a8283	0	0	0	1
a8286	0	0	0	1
a8294	0	0	0	1
a8298	0	0	0	1
a8300	0	0	0	1
a8317	1	0	0	0
a8340	1	0	0	0
a8344	1	0	0	0
a8345	1	0	0	0
a8362	1	0	0	0
a8370	1	0	0	0
a8373	1	0	0	0
a8391	1	0	0	0
a8392	1	0	0	0
a8397	1	0	0	0
a8407	1	0	0	0
a8413	1	0	0	0
a8419	1	0	0	0
a8423	1	0	0	0
a8430	1	0	0	0
a8431	1	0	0	0
a8434	1	0	0	0
a8436	1	0	0	0
a8441	0	1	0	0
a8444	1	0	0	0
a8449	1	0	0	0
a8466	1	0	0	0
a8469	1	0	0	0
a8477	0	1	0	0
a8483	1	0	0	0
a8492	1	0	0	0
a8493	1	0	0	0
a8496	1	0	0	0
a8505	1	0	0	0
a8520	1	0	0	0
a8528	1	0	0	0
a8546	1	0	0	0
a8553	1	0	0	0
a8559	1	0	0	0
a8562	1	0	0	0
a8566	1	0	0	0
a8571	1	0	0	0
a8572	1	0	0	0
a8573	0	0	0	1
a8578	1	0	0	0
a8587	1	0	0	0
a8589	1	0	0	0
a8595	1	0	0	0
a8610	1	0	0	0
a8624	1	0	0	0
a8629	1	0	0	0
a8635	1	0	0	0
a8654	1	0	0	0
a8657	1	0	0	0
a8664	1	0	0	0
a8673	1	0	0	0
a8675	1	0	0	0
a8677	1	0	0	0
a8680	1	0	0	0
a8682	1	0	0	0
a8686	1	0	0	0
a8710	1	0	0	0
a8713	1	0	0	0
a8716	1	0	0	0
a8726	1	0	0	0
a8728	0	1	0	0
a8730	1	0	0	0
a8732	1	0	0	0
a8750	1	0	0	0
a8764	1	0	0	0
a8768	1	0	0	0
a8769	1	0	0	0
a8780	1	0	0	0
a8788	1	0	0	0
a8799	1	0	0	0
a8807	1	0	0	0
a8815	1	0	0	0
a8818	1	0	0	0
a8825	1	0	0	0
a8827	1	0	0	0
a8828	1	0	0	0
a8839	1	0	0	0
a8851	1	0	0	0
a8852	1	0	0	0
a8868	1	0	0	0
a8885	1	0	0	0
a8887	1	0	0	0
a8917	1	0	0	0
a8925	1	0	0	0
a8941	1	0	0	0
a8946	1	0	0	0
a8952	1	0	0	0
a8962	0	1	0	0
a8969	1	0	0	0
a8981	1	0	0	0
a8987	1	0	0	0
a9012	1	0	0	0
a9015	1	0	0	0
a9033	1	0	0	0
a9050	1	0	0	0
a9055	1	0	0	0
a9062	1	0	0	0
a9068	1	0	0	0
a9100	1	0	0	0
a9106	1	0	0	0
a9117	1	0	0	0
a9132	1	0	0	0
a9141	1	0	0	0
a9143	1	0	0	0
a9144	1	0	0	0
a9165	1	0	0	0
a9169	1	0	0	0
a9178	1	0	0	0
a9181	1	0	0	0
a9188	0	1	0	0
a9189	0	0	0	1
a9203	1	0	0	0
a9207	1	0	0	0
a9214	1	0	0	0
a9217	1	0	0	0
a9244	0	1	0	0
a9249	1	0	0	0
a9250	1	0	0	0
a9271	1	0	0	0
a9286	1	0	0	0
a9290	1	0	0	0
a9301	1	0	0	0
a9314	1	0	0	0
a9326	1	0	0	0
a9328	1	0	0	0
a9345	0	1	0	0
a9351	0	1	0	0
a9376	1	0	0	0
a9389	1	0	0	0
a9396	1	0	0	0
a9410	1	0	0	0
a9430	1	0	0	0
a9440	1	0	0	0
a9445	1	0	0	0
a9448	1	0	0	0
a9464	1	0	0	0
a9471	1	0	0	0
a9487	1	0	0	0
a9493	1	0	0	0
a9497	1	0	0	0
a9521	0	1	0	0
a9531	1	0	0	0
a9545	1	0	0	0
a9549	1	0	0	0
a9560	1	0	0	0
a9568	1	0	0	0
a9573	1	0	0	0
a9583	1	0	0	0
a9588	1	0	0	0
a9600	1	0	0	0
a9605	1	0	0	0
a9615	1	0	0	0
a9628	0	1	0	0
a9632	1	0	0	0
a9647	1	0	0	0
a9648	1	0	0	0
a9652	1	0	0	0
a9654	1	0	0	0
a9668	1	0	0	0
a9680	1	0	0	0
a9682	1	0	0	0
a9687	1	0	0	0
a9689	1	0	0	0
a9696	0	1	0	0
a9702	1	0	0	0
a9711	1	0	0	0
a9714	1	0	0	0
a9749	1	0	0	0
a9758	1	0	0	0
a9767	1	0	0	0
a9771	1	0	0	0
a9775	0	1	0	0
a9781	1	0	0	0
a9784	0	1	0	0
a9787	1	0	0	0
a9789	1	0	0	0
a9790	1	0	0	0
a9793	1	0	0	0
a9824	1	0	0	0
a9839	1	0	0	0
a9842	1	0	0	0
a9857	0	1	0	0
a9886	0	0	1	0
a9895	0	0	0	1
a9917	0	0	0	1
a9932	0	0	1	0
a9937	1	0	0	0
a9976	1	0	0	0
a10001	0	0	0	1
a10011	0	0	0	1
a10017	0	0	1	0
a10037	0	0	1	0
a10043	0	0	0	1
a10049	1	0	0	0
a10054	0	0	0	1
a10090	0	0	0	1
a10104	0	0	1	0
a10124	0	0	1	0
a10153	0	0	0	1
